transcript	length	SRR2040575_brain	SRR2040576_brain	SRR2040577_heart	SRR2040578_heart	SRR2040579_liver	SRR2040580_liver	SRR2040581_testes	SRR2040582_testes	SRR2040583_testes
NM_001321421.1_ARHGDIB	1254	2	4	10	6	14	12	0	2	0
NM_001321420.1_ARHGDIB	1533	8	4	16	12	4	8	0	6	0
NM_001321417.1_USHBP1	2613	2	0	4	2	0	0	0	0	0
NM_001321413.1_LOC100126447	652	5	18	2	2	4	8	31	47	105
NM_001321411.1_ANGPTL6	1779	0	2	2	2	8	28	8	2	0
NM_001321404.1_MAGEA2B	1663	0	0	0	0	0	0	0	0	0
NM_001321403.1_MAGEA2B	1849	0	0	0	0	0	0	0	2	0
NM_001321402.1_MAGEA2B	1947	0	0	0	0	0	0	0	2	0
NM_001321401.1_MAGEA2B	2010	0	0	0	0	0	0	0	0	0
NM_001321400.1_MAGEA2B	2026	0	0	0	0	0	0	0	4	0
NM_001321397.1_IKBKG	2276	8	4	0	6	6	6	6	14	0
NM_001321396.1_IKBKG	2028	6	0	10	0	2	6	4	8	0
NM_001321387.1_PTN	1620	48	68	16	6	6	4	18	38	0
NM_001321386.1_PTN	1321	60	34	8	9	0	0	27	55	0
NM_001321384.1_ACSBG2	2779	0	0	0	0	0	0	142	24	4
NM_001321383.1_ABHD11	2000	2	0	2	0	0	2	4	2	2
NM_001321382.1_ABHD11	1490	2	2	8	2	4	0	4	6	0
NM_001321380.1_PIK3C2A	7322	16	22	8	24	8	34	34	96	24
NM_001321378.1_PIK3C2A	8507	25	24	12	31	4	55	48	137	16
NM_001321376.1_ZNF671	2490	2	10	0	3	0	6	9	2	0
NM_001321375.1_ZNF671	2325	4	8	0	0	0	2	4	14	0
NM_001321365.1_SLC43A2	8398	22	18	0	2	0	6	6	8	208
NM_001321364.1_SLC43A2	8229	10	14	8	6	8	16	4	14	196
NM_001321363.1_NRBP1	2175	12	10	18	14	4	12	20	22	0
NM_001321362.1_NRBP1	2268	20	24	14	12	12	14	26	38	2
NM_001321361.1_NRBP1	2292	20	12	10	6	0	14	24	24	0
NM_001321359.1_NRBP1	2290	14	10	12	12	2	20	20	36	2
NM_001321358.1_NRBP1	2295	16	20	8	10	2	16	16	28	2
NM_001321357.1_NRBP1	2898	10	21	12	9	6	15	39	30	2
NM_001321353.1_ACBD4	2048	4	4	2	1	12	6	0	0	0
NM_001321352.1_ACBD4	2051	4	4	4	0	16	2	2	0	0
NM_001321351.1_ZNF529	5246	4	6	4	12	2	12	8	24	4
NM_001321350.1_LRRC37B	3234	12	16	6	0	0	10	72	43	8
NM_001321349.1_ZNF841	3620	4	21	17	10	6	49	12	19	10
NM_001321337.1_SPATA22	1755	0	0	0	2	0	0	40	24	0
NM_001321336.1_SPATA22	1707	0	0	0	0	0	0	54	32	0
NM_001321335.1_C11orf31	1428	44	17	14	8	28	30	11	11	8
NM_001321333.1_INSIG2	2192	4	2	0	0	0	0	4	8	0
NM_001321332.1_INSIG2	2285	6	4	2	0	6	14	4	0	0
NM_001321331.1_INSIG2	2292	4	4	0	0	2	10	0	12	0
NM_001321330.1_INSIG2	2284	4	4	6	2	4	6	6	6	0
NM_001321329.1_INSIG2	2659	14	16	4	0	8	18	8	4	0
NM_001321328.1_ARL13B	3730	0	1	0	4	0	0	7	13	0
NM_001321325.1_KRTCAP3	903	0	0	0	0	4	1	0	2	0
NM_001321324.1_MOV10	3368	2	4	4	0	10	26	26	58	2
NM_001321323.1_ZNF615	3868	2	0	0	0	0	4	0	2	0
NM_001321322.1_ZNF615	4060	2	2	2	0	0	0	0	2	0
NM_001321321.1_ZNF615	4065	0	6	2	2	0	0	2	4	0
NM_001321320.1_ZNF615	4039	0	0	0	2	0	0	2	4	0
NM_001321319.1_ZNF615	4072	4	0	0	2	0	4	2	2	0
NM_001321318.1_ZNF615	3906	0	4	0	2	0	4	2	2	0
NM_001321317.1_ZNF615	3835	0	4	0	2	0	2	4	4	0
NM_001321316.1_MKLN1	11186	36	44	24	28	16	46	34	66	4
NM_001321315.1_NAB1	3856	2	6	6	10	2	10	2	18	0
NM_001321314.1_NAB1	3943	6	6	0	12	6	12	10	30	0
NM_001321313.1_NAB1	3993	2	2	8	6	2	20	6	30	0
NM_001321312.1_NAB1	4237	16	7	2	8	5	9	7	22	0
NM_001321311.1_C17orf53	2753	0	0	0	0	0	0	2	22	6
NM_001321310.1_C17orf53	2422	0	2	0	0	0	0	4	2	2
NM_001321309.1_MYLK	7644	16	9	14	4	16	14	21	65	6
NM_001321308.1_CLEC4F	2246	0	0	0	0	0	0	0	0	0
NM_001321307.1_NPAT	6134	8	2	6	4	4	18	18	44	0
NM_001321305.1_AHSA2	3130	20	31	20	16	13	29	16	52	0
NM_001321304.1_AHSA2	3888	0	6	10	8	4	41	8	32	0
NM_001321303.1_AHSA2	3163	0	4	4	2	4	14	10	14	0
NM_001321302.1_AHSA2	1885	0	2	2	2	2	10	6	8	0
NM_001321301.1_AHSA2	3177	4	14	6	8	2	14	6	12	0
NM_001321300.1_AHSA2	2465	2	2	2	4	0	0	8	8	0
NM_001321299.1_WNK4	4105	2	2	0	0	2	0	0	2	8
NM_001321298.1_SLC25A41	1669	2	4	1	1	2	0	7	6	0
NM_001321295.1_TAMM41	1729	4	0	0	2	0	0	0	0	0
NM_001321294.1_TAMM41	1580	6	2	0	0	0	2	2	0	0
NM_001321293.1_IQUB	3527	2	0	2	2	0	0	70	22	0
NM_001321291.1_USP36	5951	37	30	32	33	20	54	59	123	0
NM_001321290.1_ATG4A	2622	0	0	4	0	4	5	0	11	4
NM_001321289.1_ATG4A	2444	0	4	2	2	2	6	0	0	4
NM_001321288.1_ATG4A	2359	4	0	2	2	2	8	2	0	4
NM_001321287.1_ATG4A	3038	2	2	9	2	0	10	0	4	2
NM_001321285.1_TRPM4	3388	2	2	2	4	0	4	2	2	0
NM_001321284.1_MRPL55	633	5	1	0	0	4	0	6	1	0
NM_001321283.1_TRPM4	3765	10	2	4	0	0	2	6	2	0
NM_001321282.1_TRPM4	3885	0	6	2	2	0	6	0	12	0
NM_001321281.1_TRPM4	3776	2	6	4	2	2	6	4	6	0
NM_001321279.1_TSEN2	2306	2	2	0	0	0	0	1	4	0
NM_001321278.1_TSEN2	1914	5	4	15	6	0	1	14	17	0
NM_001321277.1_TSEN2	2118	4	2	0	0	0	2	8	4	0
NM_001321276.1_NLGN3	3422	38	16	2	2	0	0	8	4	0
NM_001321272.1_ZNF571	2919	2	2	0	4	0	8	6	9	0
NM_001321271.1_CT45A9	1213	0	0	0	0	0	0	5	3	0
NM_001321270.1_CAPN14	3899	0	2	0	2	1	0	0	3	0
NM_001321269.1_MKS1	2325	0	6	0	2	0	10	6	6	0
NM_001321268.1_MKS1	2310	4	6	4	0	0	0	6	10	0
NM_001321264.1_TMEM104	1803	0	6	2	0	2	0	0	2	0
NM_001321251.1_VOPP1	2871	12	10	4	2	0	2	0	4	0
NM_001321250.1_VOPP1	2885	14	6	0	2	4	4	0	4	2
NM_001321249.1_VOPP1	2863	10	16	2	4	0	6	2	10	0
NM_001321248.1_VOPP1	2724	20	2	2	2	0	2	2	2	0
NM_001321247.1_VOPP1	2781	6	4	6	0	2	8	0	8	0
NM_001321246.1_VOPP1	2897	14	8	0	2	0	6	2	4	0
NM_001321245.1_PLSCR5	1999	2	0	0	0	0	0	0	0	0
NM_001321244.1_VOPP1	3047	8	8	4	0	0	4	0	6	0
NM_001321243.1_VOPP1	3014	18	12	4	4	2	10	3	2	0
NM_001321242.1_VOPP1	2861	2	6	2	2	2	4	6	8	0
NM_001321241.1_SLC25A39	1643	14	10	18	20	12	42	20	18	14
NM_001321240.1_SLC25A39	1580	8	14	12	6	8	24	28	18	16
NM_001321239.1_UBA5	3706	18	14	6	8	4	16	8	10	8
NM_001321238.1_UBA5	2856	8	16	4	6	2	16	10	4	0
NM_001321236.1_MINK1	5040	56	42	14	6	4	10	14	42	2
NM_001321235.1_LYPD1	3680	4	2	0	0	0	2	6	2	0
NM_001321234.1_LYPD1	3519	10	8	0	2	0	0	0	4	0
NM_001321233.1_RAD51AP2	4094	2	1	0	0	2	0	12	13	0
NM_001321232.1_HMHA1	5335	4	6	2	4	6	4	0	12	4
NM_001321231.1_HDAC6	1240	0	0	0	0	0	6	0	10	0
NM_001321230.1_HDAC6	2035	1	0	0	2	0	6	0	4	0
NM_001321229.1_HDAC6	4122	4	10	6	2	20	8	14	34	0
NM_001321228.1_HDAC6	4268	6	6	4	8	18	8	14	30	0
NM_001321227.1_HDAC6	4305	12	14	2	8	28	12	18	42	0
NM_001321226.1_HDAC6	4584	12	16	4	2	20	14	26	38	0
NM_001321225.1_HDAC6	4193	6	17	6	4	14	20	15	30	0
NM_001321224.1_NEK11	2616	0	0	0	0	0	0	10	8	0
NM_001321223.1_NEK11	1855	2	0	0	0	0	0	4	2	0
NM_001321222.1_NEK11	2575	4	4	0	0	0	2	6	8	0
NM_001321221.1_NEK11	3089	9	9	2	6	6	10	25	38	57
NM_001321220.1_NEK11	2890	6	4	0	0	0	2	9	4	0
NM_001321219.1_B9D1	2961	10	20	8	4	0	2	5	6	0
NM_001321218.1_B9D1	3029	8	6	2	0	2	2	15	10	0
NM_001321217.1_B9D1	1047	2	6	0	0	0	2	6	6	0
NM_001321216.1_B9D1	841	0	2	0	0	0	4	10	18	0
NM_001321215.1_B9D1	1374	6	0	0	0	0	2	9	2	0
NM_001321214.1_B9D1	1135	2	2	0	0	0	0	8	2	0
NM_001321213.1_FBXL18	3159	22	34	6	9	4	21	22	44	44
NM_001321210.1_DPY30	834	4	7	3	2	4	12	6	15	0
NM_001321209.1_DPY30	746	12	10	2	2	8	6	4	10	0
NM_001321207.1_SUZ12	4448	25	21	7	16	2	32	31	120	8
NM_001321205.1_COA1	1549	0	0	0	0	0	0	0	0	0
NM_001321204.1_COA1	1394	4	2	1	0	0	2	0	3	0
NM_001321203.1_COA1	1329	0	2	0	0	0	0	0	2	0
NM_001321202.1_COA1	1430	0	0	0	0	0	0	2	0	0
NM_001321201.1_COA1	920	2	8	4	2	0	2	2	2	0
NM_001321200.1_COA1	1048	2	10	6	6	1	0	2	2	0
NM_001321199.1_COA1	992	8	5	8	5	0	6	4	6	0
NM_001321198.1_COA1	1028	2	4	4	8	0	8	7	2	0
NM_001321197.1_COA1	1147	2	4	2	1	2	0	3	6	0
NM_001321196.1_SLC27A5	2127	6	6	4	0	408	106	6	0	0
NM_001321195.1_TBL1XR1	7866	36	20	12	16	6	46	8	50	16
NM_001321194.1_TBL1XR1	8149	36	24	4	18	4	42	10	38	14
NM_001321193.1_TBL1XR1	7969	42	34	10	7	4	60	18	33	9
NM_001321191.1_RUVBL2	1988	16	12	6	8	11	10	118	57	0
NM_001321190.1_RUVBL2	2079	24	16	17	15	8	16	160	71	0
NM_001321188.1_FAM156B	1677	0	2	2	0	0	2	2	0	6
NM_001321187.1_FAM156B	1733	4	4	2	0	2	2	2	0	2
NM_001321186.1_FAM156B	1751	2	4	0	2	0	6	0	2	0
NM_001321185.1_TMC6	2884	10	4	8	0	0	2	2	4	12
NM_001321183.1_FAM156B	1869	2	6	0	0	0	2	0	0	2
NM_001321182.1_FAM156B	2049	6	0	0	0	0	2	2	2	4
NM_001321181.1_FAM156B	2160	2	2	2	0	0	4	4	4	0
NM_001321180.1_FAM156B	2188	6	2	2	0	0	4	2	2	0
NM_001321179.1_FAM156B	3050	8	10	8	0	4	12	2	22	8
NM_001321178.1_FAM156B	3791	20	12	2	2	2	20	10	42	0
NM_001321177.1_MAP3K19	4365	2	0	0	0	0	0	36	8	0
NM_001321176.1_TOM1L1	2359	0	2	2	0	6	13	2	8	0
NM_001321175.1_TOM1L1	2364	4	0	0	0	18	14	8	4	0
NM_001321174.1_TOM1L1	2192	2	2	2	5	2	9	6	4	0
NM_001321173.1_TOM1L1	2045	6	10	0	0	5	1	2	6	0
NM_001321170.1_TECR	1261	56	45	16	10	32	31	108	54	18
NM_001321168.1_ARHGAP44	4183	36	22	0	2	0	2	8	12	2
NM_001321167.1_ARHGAP44	4319	40	30	2	2	0	0	0	6	6
NM_001321166.1_ARHGAP44	4249	44	26	0	4	0	0	4	0	8
NM_001321164.1_ARHGAP44	4301	28	26	2	0	0	0	2	4	12
NM_001321163.1_ZNF69	1784	0	5	0	4	13	6	4	8	0
NM_001321162.1_METTL8	9768	4	0	4	0	2	2	6	19	32
NM_001321161.1_METTL8	9547	6	4	8	0	0	12	6	2	18
NM_001321160.1_METTL8	9923	4	2	2	0	0	0	4	4	40
NM_001321159.1_METTL8	9751	6	4	6	2	4	8	10	10	18
NM_001321158.1_METTL8	9654	2	4	6	2	4	2	2	6	28
NM_001321157.1_METTL8	9933	0	6	6	4	2	2	4	0	26
NM_001321156.1_METTL8	10100	2	6	4	0	0	8	2	12	24
NM_001321155.1_METTL8	10030	4	6	2	4	0	5	2	7	20
NM_001321154.1_METTL8	9906	12	14	5	6	3	18	16	21	40
NM_001321153.1_DLEC1	5644	0	2	0	0	0	0	22	23	12
NM_001321150.1_USF2	1357	36	36	20	6	26	25	2	8	4
NM_001321149.1_TMEM94	5603	44	46	18	12	12	12	32	54	6
NM_001321148.1_TMEM94	5419	32	51	15	12	8	8	31	47	4
NM_001321147.1_ZIK1	4294	6	0	6	1	0	1	8	10	11
NM_001321146.1_ZIK1	4644	0	0	0	0	0	2	8	10	0
NM_001321145.1_ZIK1	4421	0	2	4	2	0	0	4	10	0
NM_001321144.1_CIDEC	1060	0	6	20	0	0	2	0	2	0
NM_001321143.1_CIDEC	1173	6	0	10	0	0	4	2	0	0
NM_001321142.1_CIDEC	1327	4	0	24	2	0	0	0	0	0
NM_001321137.1_PSTPIP1	1855	0	0	2	0	0	4	0	0	16
NM_001321136.1_PSTPIP1	2258	0	1	2	2	0	3	0	0	0
NM_001321135.1_PSTPIP1	1982	0	0	0	0	2	0	2	0	0
NM_001321134.1_GOSR2	3895	18	22	16	22	2	33	31	42	4
NM_001321133.1_GOSR2	1142	6	7	6	6	2	2	10	3	0
NM_001321127.1_PHF7	2385	0	0	0	2	0	0	1010	372	36
NM_001321126.1_PHF7	2252	2	2	0	0	0	0	1162	409	26
NM_001321124.1_PINLYP	618	1	2	0	0	0	0	2	3	0
NM_001321123.1_ITGB4	5774	4	8	12	1	0	0	4	2	4
NM_001321122.1_LTF	2881	26	6	6	0	436	26	0	5	0
NM_001321121.1_LTF	2642	30	14	4	4	452	28	4	6	0
NM_001321120.1_TBX4	3414	0	1	2	0	0	0	3	5	4
NM_001321119.1_CCDC115	1701	28	26	2	0	8	2	10	6	14
NM_001321118.1_CCDC115	2179	29	18	6	4	2	3	4	12	24
NM_001321117.1_ZSCAN22	4627	2	6	8	4	2	6	8	8	218
NM_001321116.1_ZSCAN22	4638	4	11	7	8	2	18	7	24	193
NM_001321115.1_CCDC7	5129	0	4	0	0	2	6	250	113	0
NM_001321114.1_TMEM205	842	8	6	2	2	12	2	2	4	10
NM_001321113.1_TMEM205	733	4	4	8	2	14	10	4	4	4
NM_001321112.1_TMEM205	923	14	4	8	2	18	12	7	4	8
NM_001321111.1_RPS16	659	30	20	113	97	106	146	32	59	3
NM_001321110.1_FAM134A	4316	114	78	22	12	30	26	112	78	42
NM_001321109.1_FAM134A	4564	110	97	23	11	32	33	128	78	35
NM_001321108.1_SLC4A7	7753	0	0	0	7	0	2	2	4	0
NM_001321107.1_SLC4A7	7633	4	8	6	6	0	2	2	14	0
NM_001321106.1_SLC4A7	7966	0	0	0	4	0	0	2	6	0
NM_001321105.1_SLC4A7	7978	2	0	2	6	0	4	8	8	0
NM_001321104.1_SLC4A7	8086	0	6	2	2	0	0	10	12	0
NM_001321103.1_SLC4A7	8125	0	4	4	6	0	2	8	11	0
NM_001321102.1_TRAPPC12	2509	18	18	16	2	5	25	35	33	4
NM_001321100.1_PGAP1	11058	12	16	0	4	4	10	2	18	18
NM_001321099.1_PGAP1	11198	15	21	4	16	3	11	8	14	20
NM_001321096.2_SREBF1	4056	18	24	16	6	42	78	44	44	0
NM_001321093.1_GPS1	1975	16	10	6	12	10	16	20	20	0
NM_001321092.1_GPS1	1890	30	12	16	4	6	6	10	22	0
NM_001321091.1_GPS1	2091	8	4	2	4	2	10	16	18	0
NM_001321090.1_GPS1	2094	12	4	10	4	8	8	18	20	0
NM_001321089.1_GPS1	2106	8	12	10	2	8	12	12	17	0
NM_001321086.1_NPAS1	1376	4	6	0	0	0	0	0	0	2
NM_001321084.1_HACE1	4323	10	22	2	2	0	0	20	8	0
NM_001321083.1_HACE1	4406	26	14	6	0	0	0	14	14	0
NM_001321082.1_EZH1	4577	36	38	16	14	4	8	8	26	0
NM_001321081.1_EZH1	4670	26	28	18	4	4	4	4	22	0
NM_001321080.1_HACE1	4459	12	12	0	6	0	2	16	29	0
NM_001321079.1_EZH1	4606	40	30	18	11	0	8	6	33	0
NM_001321077.1_DLG4	3141	72	66	4	6	0	0	6	2	0
NM_001321076.1_DLG4	3150	76	92	2	0	0	0	8	8	0
NM_001321075.1_DLG4	3505	96	68	4	2	0	0	6	18	0
NM_001321074.1_DLG4	4344	82	80	2	0	2	0	5	12	0
NM_001321073.1_CBSL	2399	4	18	0	0	40	22	2	4	0
NM_001321072.1_CBS	2656	10	10	2	0	50	26	2	6	0
NM_001321070.1_PROM2	3826	4	4	2	0	0	2	2	6	8
NM_001321069.1_CSHL1	814	0	0	0	0	0	0	0	0	0
NM_001321068.1_CSHL1	745	0	0	0	0	0	0	0	0	0
NM_001321067.1_CSHL1	751	0	0	0	0	0	0	0	0	0
NM_001321066.1_APOC1	714	10	0	2	2	4050	1448	2	14	6
NM_001321065.1_APOC1	652	12	0	0	6	2316	834	0	6	2
NM_001321064.1_SIRT6	1587	2	2	0	0	2	2	2	0	0
NM_001321063.1_SIRT6	1439	0	2	0	0	0	0	4	0	0
NM_001321062.1_SIRT6	1351	2	2	2	0	0	2	2	2	0
NM_001321061.1_SIRT6	1453	2	2	2	0	0	2	0	0	0
NM_001321060.1_SIRT6	1622	4	0	4	0	0	0	0	0	0
NM_001321059.1_SIRT6	1479	6	0	0	4	0	0	0	0	0
NM_001321058.1_SIRT6	1534	0	0	0	0	4	6	0	0	0
NM_001321057.1_NLRP13	3540	0	0	0	0	0	0	0	4	0
NM_001321054.1_SRGN	1166	4	2	12	30	6	6	0	7	0
NM_001321053.1_SRGN	1529	4	14	31	66	8	39	5	27	32
NM_001321051.1_PMS1	1388	2	2	3	2	0	4	4	7	0
NM_001321049.1_PMS1	2242	1	6	3	0	1	4	4	10	0
NM_001321048.1_PMS1	3635	2	2	2	2	0	4	9	27	0
NM_001321047.1_PMS1	3715	8	4	2	0	0	2	6	6	0
NM_001321046.1_PMS1	3355	6	0	0	2	0	6	6	8	0
NM_001321045.1_PMS1	3664	2	2	0	2	0	4	16	16	0
NM_001321044.1_PMS1	2935	2	2	0	0	0	2	4	4	0
NM_001321042.1_INPP5A	3075	44	30	44	24	28	68	145	265	111
NM_001321041.1_RHCG	1952	0	0	0	0	0	0	0	0	22
NM_001321039.1_GPSM2	5609	29	28	8	18	2	35	22	28	3
NM_001321038.1_GPSM2	2807	6	10	2	4	0	3	4	4	0
NM_001321036.1_SLC30A4	1420	3	7	1	3	0	5	13	7	0
NM_001321035.1_SEPT2	3424	34	20	30	24	4	16	26	46	2
NM_001321034.1_SEPT2	3558	40	26	18	14	4	30	36	39	0
NM_001321033.1_SEPT2	3559	28	24	10	16	10	22	30	50	2
NM_001321032.1_SEPT2	3347	26	16	28	30	12	29	38	42	2
NM_001321031.1_SEPT2	3543	34	12	16	16	4	10	48	56	0
NM_001321030.1_SEPT2	3440	42	20	24	14	12	14	28	46	2
NM_001321029.1_SEPT2	3442	24	20	18	28	6	18	44	26	2
NM_001321027.1_AKR1C2	3309	0	2	20	4	141	22	2	4	0
NM_001321026.1_BOLA1	1119	2	2	2	2	8	4	4	4	0
NM_001321025.1_BOLA1	1061	12	6	4	4	2	0	0	0	0
NM_001321023.1_LOC150051	838	2	0	0	0	0	0	1	2	0
NM_001321022.1_UBA52	2738	24	12	18	8	16	20	12	22	8
NM_001321021.1_UBA52	2838	28	14	30	26	36	30	30	24	0
NM_001321020.1_UBA52	3023	24	22	22	34	32	38	32	28	2
NM_001321019.1_UBA52	2989	38	24	22	20	36	44	42	26	6
NM_001321018.1_UBA52	3451	32	18	32	22	43	32	51	41	4
NM_001321017.1_UBA52	2824	40	18	26	28	28	20	30	30	4
NM_001321015.1_GATM	2912	106	82	27	7	789	241	58	175	0
NM_001321014.1_CTBP2	3693	10	12	2	6	2	6	6	20	0
NM_001321013.1_CTBP2	3592	4	8	4	8	0	2	3	14	0
NM_001321012.1_CTBP2	3391	4	2	6	2	4	6	10	18	0
NM_001321007.1_TRDMT1	13564	2	2	6	4	4	8	6	0	22
NM_001321006.1_TRDMT1	13191	4	3	1	1	1	17	8	23	34
NM_001321005.1_MTIF2	2383	4	8	2	0	0	6	2	4	0
NM_001321004.1_MTIF2	2734	14	6	0	4	4	2	8	4	0
NM_001321003.1_MTIF2	2682	9	8	4	6	8	8	2	3	0
NM_001321002.1_MTIF2	2472	4	20	2	0	0	6	4	4	0
NM_001321001.1_MTIF2	2500	10	4	2	2	0	6	2	8	0
NM_001321.2_CSRP2	940	10	8	28	8	4	6	19	10	0
NM_001320996.1_FABP3	1342	44	28	392	394	2	0	4	19	0
NM_001320990.1_TRIM37	4510	52	49	0	2	0	6	58	46	0
NM_001320989.1_TRIM37	3518	38	40	2	2	0	6	70	32	0
NM_001320988.1_TRIM37	4415	60	45	4	4	0	6	60	38	0
NM_001320987.1_TRIM37	4449	72	58	4	2	0	11	72	50	0
NM_001320986.1_IL1R1	950	0	0	0	2	0	3	0	1	0
NM_001320985.1_IL1R1	4756	1	0	10	40	8	40	4	28	0
NM_001320984.1_IL1R1	4735	2	0	10	24	2	40	4	15	0
NM_001320983.1_IL1R1	4858	0	0	8	36	6	42	4	32	0
NM_001320982.1_IL1R1	5007	0	0	8	34	10	52	6	30	0
NM_001320981.1_IL1R1	5065	2	0	14	28	6	42	2	20	0
NM_001320980.1_IL1R1	5224	0	0	6	25	10	36	8	28	0
NM_001320979.1_AKR7A2	2514	30	6	12	6	30	18	21	7	8
NM_001320978.1_IL1R1	5083	0	0	10	16	8	38	2	16	0
NM_001320977.1_MAN2A2	6855	112	95	48	31	13	128	59	105	0
NM_001320976.1_COX15	5493	26	28	10	4	6	12	10	12	14
NM_001320975.1_COX15	5421	10	20	6	9	5	21	16	34	46
NM_001320974.1_COX15	3467	12	9	2	2	8	8	18	16	4
NM_001320973.1_BLZF1	2855	10	6	16	19	4	10	62	82	0
NM_001320972.1_BLZF1	1390	2	2	4	0	0	2	24	6	0
NM_001320971.1_LIG1	3320	2	0	6	0	0	2	6	16	0
NM_001320970.1_LIG1	3407	0	8	0	2	6	0	10	20	0
NM_001320967.1_HDLBP	5100	58	50	32	44	44	62	164	188	2
NM_001320966.1_HDLBP	6300	76	60	46	26	66	125	184	174	20
NM_001320965.1_HDLBP	6442	58	73	56	44	43	80	152	181	16
NM_001320964.1_TSPY1	910	0	0	0	0	0	0	4	12	0
NM_001320962.1_TSPY10	1172	0	0	0	0	0	0	8	24	48
NM_001320960.1_LILRB3	2891	0	0	8	4	4	2	0	6	13
NM_001320959.1_CHM	5459	20	42	13	2	0	7	5	30	12
NM_001320955.1_ZNF232	1793	0	2	0	2	0	4	8	6	6
NM_001320954.1_ZNF232	2109	0	0	0	2	2	4	2	7	2
NM_001320953.1_ZNF232	2164	4	0	0	0	0	0	8	3	4
NM_001320952.1_ZNF232	1864	3	2	0	0	0	1	9	14	10
NM_001320951.1_COL13A1	3037	0	0	0	0	0	0	0	0	0
NM_001320943.1_IREB2	1654	15	7	6	2	2	12	12	33	5
NM_001320937.1_DTNB	1357	6	0	0	2	0	0	0	4	0
NM_001320936.1_DTNB	2854	4	6	0	0	0	4	0	6	0
NM_001320935.1_DTNB	2267	0	4	0	0	0	0	0	10	0
NM_001320934.1_DTNB	2439	2	3	0	0	0	0	0	4	0
NM_001320933.1_DTNB	2418	8	4	0	0	0	2	0	4	0
NM_001320932.1_DTNB	2299	6	2	0	0	0	0	2	2	0
NM_001320930.1_GTF2A2	1817	10	4	10	12	4	4	67	25	0
NM_001320929.1_GTF2A2	1593	4	12	4	12	4	2	72	26	0
NM_001320928.1_CHUK	3611	10	12	8	12	4	18	22	27	0
NM_001320925.1_NAA38	977	12	16	10	6	16	10	10	8	12
NM_001320924.1_NAA38	882	14	4	8	6	10	6	8	6	0
NM_001320923.1_JAK1	5021	16	32	15	11	6	19	29	52	4
NM_001320918.1_CDK1	1935	0	0	0	0	2	0	28	18	0
NM_001320917.1_CHRM5	3303	0	0	0	0	0	0	0	2	0
NM_001320916.1_ENTPD1	2171	0	2	2	0	0	0	0	0	0
NM_001320915.1_GABPB1	3094	6	0	0	0	0	8	4	4	4
NM_001320913.1_FXYD5	821	2	0	2	10	0	2	0	0	0
NM_001320912.1_FXYD5	1017	2	2	2	2	0	4	0	4	0
NM_001320911.1_CASP7	2516	0	0	2	0	2	6	0	2	0
NM_001320910.1_GABPB1	3097	0	0	2	5	0	4	7	0	4
NM_001320905.1_DTYMK	1344	1	1	0	0	2	0	8	2	0
NM_001320904.1_DTYMK	1170	2	0	0	0	0	4	6	2	0
NM_001320903.1_DTYMK	1064	0	2	4	2	2	0	0	4	0
NM_001320902.1_DTYMK	1098	0	2	2	0	2	0	0	0	0
NM_001320901.1_FHIT	5689	0	4	1	0	0	5	9	9	16
NM_001320900.1_FHIT	5859	2	4	0	6	2	2	4	6	22
NM_001320899.1_FHIT	5765	9	8	6	2	4	2	5	10	16
NM_001320898.1_CAMK2G	2767	50	30	0	1	6	7	9	18	15
NM_001320893.1_DNMT3A	3638	4	2	2	2	4	5	2	18	2
NM_001320892.1_DNMT3A	1737	2	0	4	0	0	2	2	1	0
NM_001320886.1_ATP5C1	1153	60	56	106	62	52	48	36	44	0
NM_001320884.1_DYNC1I2	4316	26	14	14	10	2	2	20	29	0
NM_001320883.1_DYNC1I2	4379	18	20	8	12	2	8	14	18	0
NM_001320882.1_DYNC1I2	4396	28	12	10	8	2	2	20	18	0
NM_001320880.1_ANXA7	2495	34	32	44	22	14	42	10	14	0
NM_001320879.1_ANXA7	2429	30	34	28	26	34	42	20	32	0
NM_001320878.1_SULT1C3	1220	0	0	2	0	0	0	0	0	0
NM_001320877.1_SLC25A35	1817	2	0	0	0	0	0	2	8	0
NM_001320876.1_DPP8	7430	26	20	4	2	4	2	12	34	0
NM_001320875.1_DPP8	7461	38	20	0	9	0	5	21	38	5
NM_001320874.1_ANK3	9613	48	40	19	17	2	12	4	6	4
NM_001320872.1_SLC25A35	2047	2	0	0	0	0	0	12	7	0
NM_001320871.1_SLC25A35	2164	0	0	0	0	4	2	11	8	0
NM_001320870.1_SLC25A35	1899	0	2	0	0	0	0	2	1	0
NM_001320869.1_ETHE1	696	0	0	0	2	6	4	0	0	0
NM_001320868.1_ETHE1	841	2	4	4	0	8	6	2	0	0
NM_001320867.1_ETHE1	957	0	2	0	4	6	3	0	3	0
NM_001320866.1_BMX	2589	0	0	0	8	0	2	0	0	0
NM_001320863.1_IAH1	1079	4	2	6	0	4	10	30	9	0
NM_001320860.1_IAH1	1026	0	12	6	6	4	8	22	12	0
NM_001320859.1_IAH1	1058	4	8	14	10	6	10	42	16	0
NM_001320858.1_IAH1	1211	10	6	10	11	4	14	36	10	1
NM_001320855.1_ACTA2	1722	0	4	306	10	14	18	70	115	0
NM_001320854.1_ARHGEF7	4645	42	36	2	2	0	2	4	2	0
NM_001320853.1_ARHGEF7	4862	20	12	14	6	6	4	8	24	2
NM_001320852.1_ARHGEF7	5941	24	7	8	8	6	6	12	28	12
